condition_code,run,seed,scientific_status,final_generation,final_population_size,latest_checkpoint,latest_checkpoint_generation,provenance_file,git_commit
LHHLHHL-HL,2,8110180321389552806,maximum_generations,1500,23,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-HL,3,4034356242923039396,maximum_generations,1500,31,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-LH,1,4126888908037639698,host_extinction,24,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLHHL-LH,2,6044186468449665768,maximum_generations,1500,34,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-LH,3,16720810817617134771,maximum_generations,1500,34,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-LL,1,1361781770602033803,maximum_generations,1500,24,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-LL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-LL,2,9177266723677184290,maximum_generations,1500,25,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHHL-LL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHHL-LL,3,18195362415292758417,host_extinction,18,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLHHL-Z,1,6237916652834654809,host_extinction,13,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHHL-Z/provenance-001-001.json,f9d0537629a4cacb6ed147d796121c399c460656
LHHLHHL-Z,2,3202649282948522442,host_extinction,20,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLHHL-Z,3,523461397876979528,running,,,state-003-002-0000000.gz,0,TE-Interaction-Experiments/LHHLHHL-Z/provenance-003-002.json,30dfefc808a1eac43e49401fdcce00260d5eafac
LHHLHLH-HH,1,11275764567251422025,checkpointed,1389,299,state-001-002-0001389.gz,1389,TE-Interaction-Experiments/LHHLHLH-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-HH,2,14268861945649448721,checkpointed,1428,323,state-002-002-0001428.gz,1428,TE-Interaction-Experiments/LHHLHLH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-HH,3,10897724212832553106,checkpointed,1410,315,state-003-002-0001410.gz,1410,TE-Interaction-Experiments/LHHLHLH-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-HL,1,17121594356731218309,maximum_generations,1500,312,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-HL,2,6985789467637170660,checkpointed,1333,294,state-002-002-0001333.gz,1333,TE-Interaction-Experiments/LHHLHLH-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-HL,3,4248032988504502259,maximum_generations,1500,297,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLH-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LH,1,2089027081944390473,checkpointed,806,284,state-001-002-0000806.gz,806,TE-Interaction-Experiments/LHHLHLH-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LH,2,11821503965379253235,checkpointed,708,307,state-002-002-0000708.gz,708,TE-Interaction-Experiments/LHHLHLH-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LH,3,13532557858086262850,checkpointed,755,298,state-003-002-0000755.gz,755,TE-Interaction-Experiments/LHHLHLH-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LL,1,6314640015381002688,checkpointed,837,298,state-001-002-0000837.gz,837,TE-Interaction-Experiments/LHHLHLH-LL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LL,2,11252695830898100861,checkpointed,772,307,state-002-002-0000772.gz,772,TE-Interaction-Experiments/LHHLHLH-LL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLH-LL,3,13195498643750961937,maximum_generations,1500,293,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLHLH-Z,1,7992451540594239553,running,,,state-001-002-0000024.gz,24,TE-Interaction-Experiments/LHHLHLH-Z/provenance-001-002.json,30dfefc808a1eac43e49401fdcce00260d5eafac
LHHLHLH-Z,2,4442992160710806587,host_extinction,15,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLHLH-Z,3,16075539041532374995,host_extinction,15,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLHLL-HH,1,2569199874378527354,maximum_generations,1500,25,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-HH,2,6792004599452494509,maximum_generations,1500,34,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-HH,3,2336002685566029070,maximum_generations,1500,33,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-HL,1,13645564569555092522,maximum_generations,1500,36,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-HL,2,14094074465544686905,maximum_generations,1500,33,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-HL,3,6054062407785827596,maximum_generations,1500,31,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-LH,1,9813350182237112853,maximum_generations,1500,27,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-LH,2,15579860786008654469,maximum_generations,1500,31,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-LH,3,14601862364572286792,maximum_generations,1500,30,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-LL,1,11085760741367695544,host_extinction,18,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLHLL-LL,2,15307488822536748482,maximum_generations,1500,34,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-LL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-LL,3,3292136404092251895,maximum_generations,1500,30,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLHLL-LL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLHLL-Z,1,2584408088629922372,host_extinction,15,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLHLL-Z,2,15714476127186349316,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLHLL-Z,3,11897688906541782506,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLHLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLHH-HH,1,1106908442793341614,maximum_generations,1500,300,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-HH,2,17727151301699445853,maximum_generations,1500,292,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLLHH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLLHH-HH,3,16438244308761205099,host_extinction,29,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-HL,1,8058860773688780671,maximum_generations,1500,315,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LHHLLHH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LHHLLHH-HL,2,14255300953944406657,te_extinction,564,292,state-002-001-0000550.gz,550,TE-Interaction-Experiments/LHHLLHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-HL,3,4097939407211488630,te_extinction,453,278,state-003-001-0000450.gz,450,TE-Interaction-Experiments/LHHLLHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LH,1,8083227377893535997,host_extinction,12,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LH,2,977314836578690695,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LH,3,13662223863650470009,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LL,1,9948982040194554041,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LL,2,1704360268156005451,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-LL,3,10413631127938132890,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHH-Z,1,6237327276537499935,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-Z/provenance-001-001.json,f9d0537629a4cacb6ed147d796121c399c460656
LHHLLHH-Z,2,9545147254677140448,host_extinction,16,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLHH-Z,3,4996829821151954903,te_extinction,12,299,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLHL-HH,1,5411284826530903942,host_extinction,20,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-HH,2,12857199547893469997,host_extinction,14,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-HH,3,1368710105783531522,host_extinction,15,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-HL,1,16764086091602242900,host_extinction,14,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-HL,2,12992794088358363589,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-HL,3,14978283908219176784,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LH,1,17591601602792703964,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LH,2,3647189382309600133,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LH,3,862699283752518473,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LL,1,14394968906921137865,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LL,2,16043529606965302746,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-LL,3,6874829310267321478,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLHL-Z,1,16412056212644687190,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLHL-Z,2,2215896929943054774,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLHL-Z,3,12254629409748432586,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLH-HH,1,12643016237935198569,maximum_generations,1500,307,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-HH,2,17571665563623767434,maximum_generations,1500,299,state-002-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-HH,3,5654008826315488112,maximum_generations,1500,296,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-HL,1,3095725242441799456,host_extinction,14,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-HL,2,15525342708119089276,host_extinction,22,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-HL,3,15821781337571247992,host_extinction,17,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LH,1,1940031765785196056,maximum_generations,1500,297,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LH,2,4841160243379148134,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LH,3,1898434217204756868,host_extinction,13,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LL,1,13799085949955229815,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LL,2,5008643636523364409,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-LL,3,13569325940659938837,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLH-Z,1,14169196933661982252,host_extinction,13,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLH-Z,2,9703343683852743649,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLH-Z,3,4611067988299806473,host_extinction,16,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLL-HH,1,2136146939268898333,maximum_generations,1500,28,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-HH,2,11013794105035181239,maximum_generations,1500,36,state-002-001-0001500.gz,1500,TE-Interaction-Experiments/LHHLLLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-HH,3,10666532321442258572,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-HL,1,4356084056948967190,host_extinction,12,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-HL,2,2360949056615646395,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-HL,3,713974276510780564,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LH,1,16136387496704098012,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LH,2,6915685044424829035,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LH,3,14034001738321162085,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LL,1,77061717486525702,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LL,2,8726191299889653159,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-LL,3,16652182431628327585,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHHLLLL-Z,1,9553323655201095780,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLL-Z,2,17073477781087037815,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHHLLLL-Z,3,6690497876316772928,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHHLLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHLHHHH-HH,1,12745257140944061506,host_extinction,15,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-HH,2,6262433247699055427,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-HH,3,8047012095683946555,host_extinction,21,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-HL,1,10253678144548966966,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-HL,2,711877126873088109,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-HL,3,10276050232712687603,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LH,1,14573280212193779995,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LH,2,12935429110439720039,maximum_generations,1500,294,state-002-001-0001500.gz,1500,TE-Interaction-Experiments/LHLHHHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LH,3,15518673337024682034,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LL,1,6302474734863049137,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LL,2,13483602392933792844,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-LL,3,6550666349481405032,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHH-Z,1,13235467436271553458,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHLHHHH-Z,2,1104952015698517150,te_extinction,8,33,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHLHHHH-Z,3,16631775522120049212,te_extinction,9,41,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LHLHHHL-HH,1,11857529924092613012,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-HH,2,2338560400642410810,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-HH,3,8552848490195225200,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-HL,1,1893541883004725533,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-HL,2,18108448985570904625,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-HL,3,649313777535141026,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LH,1,11056655026387948502,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LH,2,15382740755827995600,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LH,3,3848554893158808360,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LL,1,7994998921708663433,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LL,2,7007093011922481469,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LHLHHHL-LL,3,1818683260184293289,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LHLHHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
