condition_code,run,seed,scientific_status,final_generation,final_population_size,latest_checkpoint,latest_checkpoint_generation,provenance_file,git_commit
HHHHLLL-Z,2,2311909451227266239,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHHLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHHLLL-Z,3,6532285907786878779,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHHLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHH-HH,1,5794005017653953011,checkpointed,1269,296,state-001-002-0001269.gz,1269,TE-Interaction-Experiments/HHHLHHH-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-HH,2,15973900469986237867,checkpointed,1118,288,state-002-002-0001118.gz,1118,TE-Interaction-Experiments/HHHLHHH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-HH,3,2228305148157226386,checkpointed,1120,290,state-003-002-0001120.gz,1120,TE-Interaction-Experiments/HHHLHHH-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-HL,1,10371869786144772323,checkpointed,1163,303,state-001-002-0001163.gz,1163,TE-Interaction-Experiments/HHHLHHH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-HL,2,10125701898877761769,checkpointed,1176,297,state-002-002-0001176.gz,1176,TE-Interaction-Experiments/HHHLHHH-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-HL,3,13702024204775144701,checkpointed,1164,281,state-003-002-0001164.gz,1164,TE-Interaction-Experiments/HHHLHHH-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-LH,1,13884339987733348212,checkpointed,682,298,state-001-002-0000682.gz,682,TE-Interaction-Experiments/HHHLHHH-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-LH,2,8850208695205261113,checkpointed,711,322,state-002-002-0000711.gz,711,TE-Interaction-Experiments/HHHLHHH-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-LH,3,1494691151533869463,checkpointed,650,298,state-003-002-0000650.gz,650,TE-Interaction-Experiments/HHHLHHH-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-LL,1,5291795744849602171,host_extinction,20,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHH-LL,2,14289811733649691530,host_extinction,16,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHH-LL,3,11717276504683813312,checkpointed,634,305,state-003-002-0000634.gz,634,TE-Interaction-Experiments/HHHLHHH-LL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHH-Z,1,6947690209191965335,host_extinction,12,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHH-Z,2,14074682567148743403,running,,,state-002-002-0000000.gz,0,TE-Interaction-Experiments/HHHLHHH-Z/provenance-002-002.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHH-Z,3,16634973096080023813,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHL-HH,1,5261981505075342630,maximum_generations,1500,27,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-HH,2,11052718319518632953,maximum_generations,1500,31,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-HH,3,16829768650732900373,maximum_generations,1500,25,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-HL,1,15025071934536278694,maximum_generations,1500,30,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-HL,2,12957760501587402868,maximum_generations,1500,31,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-HL,3,7423156516835260567,maximum_generations,1500,29,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHHL-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHHL-LH,1,6899320883623807114,host_extinction,15,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-LH,2,16909397106481209887,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-LH,3,12755258967492997184,host_extinction,18,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-LL,1,10678659066450601927,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-LL,2,4723030132819578165,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-LL,3,15799665390455036234,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHHL-Z,1,12547683864962871281,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHL-Z,2,8542219897089858512,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHHL-Z,3,9517331188071268257,checkpointed,20,25,state-003-002-0000020.gz,20,TE-Interaction-Experiments/HHHLHHL-Z/provenance-003-002.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLH-HH,1,16432675867134873045,maximum_generations,1500,293,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLH-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-HH,2,18210729053455928968,checkpointed,1300,290,state-002-002-0001300.gz,1300,TE-Interaction-Experiments/HHHLHLH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-HH,3,3503646171664480728,checkpointed,1206,311,state-003-002-0001206.gz,1206,TE-Interaction-Experiments/HHHLHLH-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-HL,1,1900754393766061945,checkpointed,1135,296,state-001-002-0001135.gz,1135,TE-Interaction-Experiments/HHHLHLH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-HL,2,473056264589390456,checkpointed,1233,315,state-002-002-0001233.gz,1233,TE-Interaction-Experiments/HHHLHLH-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-HL,3,7716816564135544625,checkpointed,1301,305,state-003-002-0001301.gz,1301,TE-Interaction-Experiments/HHHLHLH-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-LH,1,7859684939126437311,checkpointed,703,289,state-001-002-0000703.gz,703,TE-Interaction-Experiments/HHHLHLH-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-LH,2,9828291382488041102,checkpointed,737,318,state-002-002-0000737.gz,737,TE-Interaction-Experiments/HHHLHLH-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-LH,3,9577014703095569538,checkpointed,681,305,state-003-002-0000681.gz,681,TE-Interaction-Experiments/HHHLHLH-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-LL,1,14920499640636864885,host_extinction,23,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHLH-LL,2,5770915119502729563,checkpointed,790,290,state-002-002-0000790.gz,790,TE-Interaction-Experiments/HHHLHLH-LL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-LL,3,5358489878268918692,checkpointed,690,269,state-003-002-0000690.gz,690,TE-Interaction-Experiments/HHHLHLH-LL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLH-Z,1,15965173726224279259,running,,,state-001-002-0000000.gz,0,TE-Interaction-Experiments/HHHLHLH-Z/provenance-001-002.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLH-Z,2,5905655470850905633,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLH-Z,3,6257793727655040052,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLL-HH,1,13071231303364515835,maximum_generations,1500,31,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-HH,2,11030137564189444999,maximum_generations,1500,26,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-HH,3,15861105162988309996,maximum_generations,1500,23,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-HL,1,240269956292337646,maximum_generations,1500,25,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-HL,2,17030790232956269574,maximum_generations,1500,24,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-HL,3,3513992739544036928,maximum_generations,1500,28,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-LH,1,12620316816877886541,maximum_generations,1500,28,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-LH,2,11550312850183890549,maximum_generations,1500,30,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HHHLHLL-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HHHLHLL-LH,3,6873978274476445701,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHLL-LL,1,4123854720453221470,host_extinction,14,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHLL-LL,2,15056310386418738064,host_extinction,17,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHLL-LL,3,17901786372899728306,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLHLL-Z,1,11895928781872096241,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLL-Z,2,8131240926108600039,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLHLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLHLL-Z,3,593452523397991222,running,,,state-003-002-0000019.gz,19,TE-Interaction-Experiments/HHHLHLL-Z/provenance-003-002.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHH-HH,1,10410560313609777610,host_extinction,23,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-HH,2,3708192554509522807,host_extinction,16,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-HH,3,4709110685420351606,host_extinction,14,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-HL,1,14699735321019721804,host_extinction,13,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-HL,2,14972593576211393580,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-HL,3,12783047731122270021,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LH,1,1192840672893215727,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LH,2,18325496326639211482,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LH,3,10179341596585115167,maximum_generations,1500,310,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LL,1,9183086990741272508,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LL,2,10249710313914503384,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-LL,3,8762352689263815625,maximum_generations,1500,296,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHH-Z,1,12847591374706248621,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHH-Z,2,15640282955198683034,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHH-Z,3,5453739033117675497,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHL-HH,1,18157149957161321284,host_extinction,13,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-HH,2,1425139908635654920,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-HH,3,13981469652208698632,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-HL,1,4352134276560273741,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-HL,2,7912062598552506880,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-HL,3,9445789021442528721,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LH,1,11034978306968904742,host_extinction,10,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LH,2,5512534769685978433,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LH,3,10758926704184305277,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LL,1,3590689935526241383,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LL,2,17610238314084886112,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-LL,3,16696229577472731926,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLHL-Z,1,13182432893197945572,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHL-Z,2,6272070825737352321,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLHL-Z,3,15513925292434168879,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLH-HH,1,11881338635198149685,maximum_generations,1500,306,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-HH,2,11075876484963813285,host_extinction,18,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-HH,3,7674914821065842344,host_extinction,16,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-HL,1,7508192799199589960,host_extinction,14,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-HL,2,4217053784118232822,host_extinction,11,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-HL,3,13276550736893484933,te_extinction,1186,285,state-003-001-0001150.gz,1150,TE-Interaction-Experiments/HHHLLLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LH,1,17406283331930662042,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LH,2,5707652122764496001,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LH,3,4291797687866487268,maximum_generations,1500,298,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LL,1,16993210580758637933,te_extinction,1124,321,state-001-001-0001100.gz,1100,TE-Interaction-Experiments/HHHLLLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LL,2,18056931864067361105,te_extinction,1006,296,state-002-001-0001000.gz,1000,TE-Interaction-Experiments/HHHLLLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-LL,3,4729073869321349409,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLH-Z,1,4557269218106977702,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLH-Z,2,17173336967489697238,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLH-Z,3,5414608026792496405,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLL-HH,1,3247865376454073325,maximum_generations,1500,32,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-HH,2,856156266802743467,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-HH,3,6416446756192179883,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-HL,1,11037681449023252576,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-HL,2,5064336709359554790,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-HL,3,2357285761506995795,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LH,1,12178065686812210298,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LH,2,7530222847808887194,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LH,3,2891639633373916274,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LL,1,5125661605100131783,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LL,2,6789499810408921289,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-LL,3,5943205136135820195,maximum_generations,1500,31,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/HHHLLLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHHLLLL-Z,1,14804021641593156175,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLL-Z,2,17674061430814240828,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHHLLLL-Z,3,721161071496461531,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHHLLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHLHHHH-HH,1,15526184744466755705,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHLHHHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHLHHHH-HH,2,16553432996303308445,host_extinction,10,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHLHHHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
